,Name,Link,Location,Number,Email,Website,Description
77,accanto,https://www.mwcbarcelona.com/exhibitor/accanto/,Hall 2 Stand 2B82MR,,martine.naughton@accantosystems.com,http://www.accantosystems.com,"Headquartered in Finland and operating globally, Accanto provides a software platform called Stratoss™ which auto-generates the processes required to manage the complete lifecycle of a service, enabling operators to launch and maintain services in an economically sustainable manner. Automating complex scenarios such as heal, scale, and upgrade provides a dramatic reduction in operational cost and complexity which supports the business case for NFV. www.accantosystems.com"
78,accedian,https://www.mwcbarcelona.com/exhibitor/accedian/,Hall 6 Stand 6D60,,alou@accedian.com,http://www.accedian.com,"Accedian delivers exceptional end-to-end network and application performance visibility, for control over the best possible user experience."
79,accelercomm-ltd,https://www.mwcbarcelona.com/exhibitor/accelercomm-ltd/,Hall 7 Stand 7A11,,robert.barnes@accelercomm.com,,"AccelerComm is an IP-core company that was founded to provide advanced patented, error correction coding technology. The team have many years of coding and IP experience, with particular emphasis on improving Turbo performance by 10x for LTE uRLLC and patented memory architecture, which improves hardware efficiency for Polar and LDPC codes used in 5G NR. Our products are available in FPGA, ASIC and Software implementations. AccelerComm has a solid team of technical specialists as well as seasoned commercial executives and entrepreneurs who have extensive experience in the mobile industry.  AccelerComm is an active participant in the 3GPP standardization process."
80,accelleran-2,https://www.mwcbarcelona.com/exhibitor/accelleran-2/,Hall M8,,,http://www.accelleran.com,"Accelleran provides Mobile RAN/vRAN software and LTE Small Cell product solutions addressing the real-world challenges of increasing data volumes and 5G applications, calling for hyperdense networks. Accelleran’s unique software architecture is genuinely independent from any hardware platform. Operators can leverage one software solution for integrated small cells and for disaggregated and virtualised RAN networks with slicing and edge capabilities. With a global Cellular Industry's leading design team, Accelleran is the technology choice for carrier grade, reliable, performant Small Cells and Radio Access Network software solutions for Fixed Wireless Access, Public Mobile, Private Network, Neutral Host or IOT/Vertical solution providers."
81,accelleran,https://www.mwcbarcelona.com/exhibitor/accelleran/,Hall 7 Stand 7G71,,info@accelleran.com,http://www.accelleran.com,"Accelleran provides Mobile RAN/vRAN software and LTE Small Cell product solutions addressing the real-world challenges of increasing data volumes and 5G applications, calling for hyperdense networks. Accelleran’s unique software architecture is genuinely independent from any hardware platform. Operators can leverage one software solution for integrated small cells and for disaggregated and virtualised RAN networks with slicing and edge capabilities. With a global Cellular Industry's leading design team, Accelleran is the technology choice for carrier grade, reliable, performant Small Cells and Radio Access Network software solutions for Fixed Wireless Access, Public Mobile, Private Network, Neutral Host or IOT/Vertical solution providers."
82,accengage-an-urban-airship-company,https://www.mwcbarcelona.com/exhibitor/accengage-an-urban-airship-company/,Hall 8,,contact@accengage.com,,"Accengage is the European #1 Push Notification Technology, acquired by Urban Airship in January 2019. Together, we form the world’s largest mobile customer engagement company with rapidly growing solutions for apps, websites, SMS, email, mobile wallets and more."
83,accent-systems,https://www.mwcbarcelona.com/exhibitor/accent-systems/,Hall Congress Square Stand CS30,,jcasamada@accent-systems.com,,"We are global providers of innovative enterprise IOT solutions. Our main business is design and develop tailored IoT devices from our customers ideas. We offer an end-to-end solutions based on consultancy, hardware and firmware development, custom software design, mechanical and industrial design, product industrialization and in-house manufacturing. "
84,accenture-2,https://www.mwcbarcelona.com/exhibitor/accenture-2/,Hall 2 Stand 2H20,,kathy.a.king@accenture.com,http://www.accenture.com,"In today's business environment, companies need to continually reinvent themselves. At Accenture, we take an innovation-led approach to help clients ""imagine and invent"" their future.  Accenture provides unmatched services in strategy, consulting, digital, technology and operations to solve our clients' toughest challenges. We partner with more than three-quarters of the Fortune Global 500, driving innovation to improve the way the world works and lives. With expertise across more than 40 industries and all business functions, we deliver transformational outcomes across 120 countries for a demanding new digital world – bringing the innovations and the innovators. Learn more at accenture.com"
85,accesslab-it-services,https://www.mwcbarcelona.com/exhibitor/accesslab-it-services/,Hall M8,,konstantinos.laliotis@yahoo.gr,,In AccessLab we are offering mobility services and mapping solutions for disability. We are also developing a wheelchair navigator (https://webgis.accesslab.gr/) and we are searching for IoT solutions by testing the use of sensors in order to control parking violation on ramps and sidewalks.
86,accura-scan,https://www.mwcbarcelona.com/exhibitor/accura-scan/,Hall 6 Stand 6L10,,yp@accurascan.com,http://www.accurascan.com,"Accura Scan helps companies with Seamless Digital Customer On-Boarding focusing on Optical Character Recognition / OCR & Face Bio-metrics. Our solution focuses on Global KYC challenges in terms of Passport & ID card MRZ recognition and has become the leading partner to over hundreds of organization globally from sectors like banks, insurance, finance, telecom, airlines, and governments. Available on Android, iOS & Web. Accurascan SDK works offline with on device processing and recognizes all international document."
87,accuris-networks,https://www.mwcbarcelona.com/exhibitor/accuris-networks/,Hall 5 Stand 5M36MR,,info@accuris-networks.com,http://www.accuris-networks.com,"Accuris Networks empowers service providers to monetise connectivity and enable subscribers to move seamlessly and securely between LTE, 5G, Wi-Fi, Private Networks, IoT and fixed networks while ensuring a superior quality of experience. The components of today’s mobile experience – Cellular/Wi-Fi/IoT are disparate in nature: Accuris is one of the only platforms available in the industry to seamlessly integrate these into a single fabric.  Accuris Networks is a trusted supplier to blue-chip operators around the world including AT&T, Orange, Deutsche Telekom, Bell Canada, China Mobile Intl, EDCH, Telekom Malaysia, Vivo/Telefonica and more. Visit us at www.accuris-networks.com or tweet @AccurisNetworks."
88,accuver,https://www.mwcbarcelona.com/exhibitor/accuver/,Hall 5 Stand 5G16,,,,"Accuver is a leading provider of wireless test and measurement solutions that optimize the performance and reliability of mobile networks. Working with all major network operators, infrastructure vendor and chipset manufacturers, we measure, troubleshoot and optimize network performance and wireless service delivery."
89,ace-technology,https://www.mwcbarcelona.com/exhibitor/ace-technology/,Hall 1 Stand 1B60,,,http://www.acetech.co.kr/eng,"Ace Technologies Corp., which was established in 1980 and was a partner when the communication infrastructure was firstly commercialized in South Korea, is a wireless communications device specialized company having the world’s 1st DNA. Based on its accumulated RF technology for the past 39 years from cutting-edge RF systems to next-generation antennas, Ace Technologies has expanded its business portfolio into vehicles and military communications areas, and has well-known global wireless communications equipment makers as its customers."
90,acentury-inc,https://www.mwcbarcelona.com/exhibitor/acentury-inc/,Hall 7 Stand 7J51,,,http://www.radiocomm.ca,"Acentury, under our Radiocomm brand provides RF components with industry leading extra low PIM(-165dBc). They are currently used with 4G and in upcoming 5G wireless networks for both outdoor and in-building applications.  We also produce Radiocomm coaxial cable solutions for low PIM jumpers and test cables along with phase stable and high frequency test cable assemblies. We closely work with our clients to listen to their requirements and customize a solution with convenient turn-around delivery times at competitive prices."
