,Name,Link,Location,Number,Email,Website,Description
79,anagog,https://www.mwcbarcelona.com/exhibitor/anagog/,Hall 5 Stand 5D81,,marketing@anagog.com,http://www.anagog.com,"Anagog is the pioneer of on-device artificial intelligence solutions that turn mobile phones into smart digital extensions of their owners. Anagog’s JedAI technology enables advanced edge-AI capabilities that do not require pulling any personal data outside the phone, hence fiercely protecting user’s privacy. JedAI learns the user’s unique profile on the handset itself and enables prediction of future activities and visit to places. Users can benefit from better personal and contextual services without being required to share any of their personal data. Anagog’s technology has been downloaded by more than 25 million handsets globally and integrated into more than 100 mobile apps."
80,ancora,https://www.mwcbarcelona.com/exhibitor/ancora/,Hall M8,,ancora@getancora.com,http://www.getancora.com,"Smartphones are great tools at work, but on some jobs, we can’t use them. Either they make us waste more time than they save, or just their size and interfaces are constraining."
81,anodot,https://www.mwcbarcelona.com/exhibitor/anodot/,Hall 2 Stand 2E50,,,,
82,anritsu,https://www.mwcbarcelona.com/exhibitor/anritsu/,Hall 6 Stand 6F40,,,http://www.anritsu.com,"Anritsu is a leading supplier of test and monitoring solutions for the communications industry addressing R&D, conformance, manufacturing, installation, maintenance, monitoring and optimization, quality of experience, of devices and mobile networks. The testing solutions include wireless, optical, and microwave/RF instruments for terminals and infrastructure. The monitoring systems include CX (Customer eXperience), Streaming Analytics, Automation, Machine learning and Telco Cloud."
83,antidote,https://www.mwcbarcelona.com/exhibitor/antidote/,Hall M8,,info@antidote.gg,,Antidote is a marketplace of gameplay experiences. A place where gamers can exclusively play new games and monetize their time; and studios can access a worldwide user base to get deeper insights and analytics on players’ experience.
84,antlabs,https://www.mwcbarcelona.com/exhibitor/antlabs/,Hall 1 Stand 1E52,,carrier-sales@antlabs.com,,"ANTlabs is a multiple award-winning technology solution partner for service providers’ unique Internet business needs. Founded in Singapore in Oct 1999, ANTlabs provides technology solutions globally with three main focus areas: Carriers, Large Venue Networks and Hospitality"
85,apercu,https://www.mwcbarcelona.com/exhibitor/apercu/,Hall M8,,farah@apercudesigns.com,http://www.apercudesigns.com,"Aperçu is a furniture and product design studio based in Amman. At Aperçu, we redefine the concept of modern living by challenging the existing furniture industry and traditional mindsets. We offer a whole new bespoke experience in furniture selection and shopping that is personalized and adjusts to urban lifestyle and trends. Our limitless designs are conveyed to experienced local craftsmen who develop each item with high craftsmanship skills and devotion. Our work ranges from art furniture to lighting design, from complex concepts to intricate details and from mass production to experimenting with limited editions of IoT smart furniture and products."
86,apifon,https://www.mwcbarcelona.com/exhibitor/apifon/,Hall 8,,marketing@apifon.com,http://www.apifon.com,"Apifon is a technology company that develops business messaging services. It is headquartered in Greece and maintains offices in Thessaloniki, Athens, Madrid, and Cyprus."
87,apliman,https://www.mwcbarcelona.com/exhibitor/apliman/,Hall 5 Stand 5C82,,marwan.sweidan@apliman.com,http://www.apliman.com,"Apliman is a leading telecom solution provider offering Mobile Solutions with unlimited set of services to mobile operators across Africa, Middle East, and Asia. We have been in the market since 1990 providing Voice, Digital, Enterprise, VAS, and AI solutions that include customer engagement services and understanding customers DNA."
88,applicaster,https://www.mwcbarcelona.com/exhibitor/applicaster/,Hall 5 Stand 5E71,,hello@applicaster.com,http://www.applicaster.com,"Applicaster’s SaaS app management platform includes everything you need to develop direct-to-consumer apps across phones, tablets, OTT and connected TV devices. Our unique approach removes vendor lock, enabling customers to rapidly add best-of-breed technologies via our marketplace, their own plugins or vendor-built plugins. A pluggable infrastructure surrounding native SDKs helps media organizations roll out business and technology decisions more effectively to increase responsiveness, defensibility and competitiveness, and decrease cost of learning and experimentation. Meanwhile, Applicaster performs ongoing maintenance and updates on the backend of the platform, improving performance and expanding capabilities."
89,applicata,https://www.mwcbarcelona.com/exhibitor/applicata/,Hall 7 Stand 7H10,,,http://www.applicata.bg,"Established in 1991, Applicata presents its SS7/EPC Passive Traffic Capturing and Decoding Software, SS7/EPC Signalling Processing Unit for distributed signalling handling, Intelligent SS7 Router (Cisco ITP replacement), Network-Centric Positioning Middleware, SS7 Penetration Testing Service, and others."
90,appnext,https://www.mwcbarcelona.com/exhibitor/appnext/,Hall 8,,events@appnext.com,http://www.appnext.com,"Appnext is a leading mobile discovery platform, helping over 750M users discover the most relevant apps they need specifically when they intend to use them. Since 2012 Appnext has disrupted the mobile industry, allowing app marketers to get their apps discovered, used and re-used providing a unique targeted ad experience to top publishers, advertisers and OEMs. Utilizing our Timeline patent-pending user intelligence technology that leverages location and historical behavioral patterns to understand the unique context of a user, we are able to predict the action he/she is likely to be taking next."
91,appsee,https://www.mwcbarcelona.com/exhibitor/appsee/,Hall 8,,,,"Appsee's market-leading app analytics allows mobile teams to understand what their users do and why. Our powerful analysis tools—including user session recordings, touch heatmaps, and crash reporting—empower top mobile brands such as Duolingo, 7-Eleven, and Payoneer, to save 20% additional R&D hours, make data-driven product decisions, and improve app store ratings and reviews. Since our inception in 2012, Appsee has tracked over 40 billion app sessions in over 150 countries."
92,appsumer,https://www.mwcbarcelona.com/exhibitor/appsumer/,Hall 8,,,http://www.appsumer.io,"Appsumer’s user acquisition management software accelerates your entire UA process. Aggregate, analyse and optimise all your channels effortlessly in one place, to drive growth."
93,appsus,https://www.mwcbarcelona.com/exhibitor/appsus/,Hall M8,,,,
94,apptentive,https://www.mwcbarcelona.com/exhibitor/apptentive/,Hall 8,,troyer@apptentive.com,,"Apptentive’s customer engagement and analytics platform delivers 100x more mobile consumer feedback, at the right places and times, within your digital experience. Using intelligent tools, Apptentive helps enterprise brands proactively engage consumers, uncovering new data to reveal common sentiment, hidden issues, and to drive a better product roadmap. Apptentive gives product managers and CX leaders the keys to their customers’ hearts through new historical insights into brand loyalty to support customer-centric decisions. The company powers millions of customer interactions on over two billion devices, helping the world’s top brands—including Disney, JetBlue, Buffalo Wild Wings, Viacom, Zillow, and eHarmony—enhance customer love."
95,apptimize,https://www.mwcbarcelona.com/exhibitor/apptimize/,Hall 8,,,,"Apptimize is an innovation engine that provides A/B testing and feature release management for native mobile, web, mobile web, hybrid mobile, OTT, and server. Industry leaders like Hotel Tonight, Rakuten, and Glassdoor have created amazing user experiences with Apptimize."
